,Meta,tau,a,Cdk1_Period,Cdk1_Amplitude
77,0.0,0.0,10.741039907339884,0.0,0.0
78,0.0,0.0,10.880533932110533,0.0,0.0
79,0.0,0.0,11.02002795688118,0.0,0.0
80,0.0,0.0,11.159521981651828,0.0,0.0
81,0.0,0.0,11.299016006422475,0.0,0.0
82,0.0,0.0,11.438510031193124,0.0,0.0
83,0.0,0.0,11.57800405596377,0.0,0.0
84,0.0,0.0,11.71749808073442,0.0,0.0
85,0.0,0.0,11.856992105505066,0.0,0.0
86,0.0,0.0,11.996486130275715,0.0,0.0
87,0.0,0.0,12.135980155046363,0.0,0.0
88,0.0,0.0,12.27547417981701,0.0,0.0
89,0.0,0.0,12.414968204587659,0.0,0.0
90,0.0,0.0,12.554462229358306,0.0,0.0
91,0.0,0.0,12.693956254128954,0.0,0.0
92,0.0,0.0,12.833450278899601,0.0,0.0
93,0.0,0.0,12.97294430367025,0.0,0.0
94,0.0,0.0,13.112438328440897,0.0,0.0
95,0.0,0.0,13.251932353211545,0.0,0.0
96,0.0,0.0,13.391426377982192,0.0,0.0
97,0.0,0.0,13.530920402752841,0.0,0.0
98,0.0,0.0,13.67041442752349,0.0,0.0
99,0.0,0.0,13.809908452294136,0.0,0.0
100,0.0,0.0,13.949402477064785,0.0,0.0
101,0.0,0.0,14.088896501835432,0.0,0.0
102,0.0,0.0,14.22839052660608,0.0,0.0
103,0.0,0.0,14.367884551376727,0.0,0.0
104,0.0,0.0,14.507378576147376,0.0,0.0
105,0.0,0.0,14.646872600918023,0.0,0.0
106,0.0,0.0,14.786366625688672,0.0,0.0
107,0.0,0.0,14.92586065045932,0.0,0.0
108,0.0,0.0,15.065354675229967,0.0,0.0
109,0.0,0.0,15.204848700000616,0.0,0.0
110,0.0,0.0,15.344342724771263,0.0,0.0
111,0.0,0.0,15.483836749541911,0.0,0.0
112,0.0,0.0,15.623330774312558,0.0,0.0
113,0.0,0.0,15.762824799083207,0.0,0.0
114,0.0,0.0,15.902318823853854,0.0,0.0
115,0.0,0.0,16.041812848624502,0.0,0.0
116,0.0,0.0,16.18130687339515,0.0,0.0
117,0.0,0.0,16.320800898165796,0.0,0.0
118,0.0,0.0,16.460294922936445,0.0,0.0
119,0.0,0.0,16.599788947707093,0.0,0.0
120,0.0,0.0,16.739282972477742,0.0,0.0
121,0.0,0.0,16.87877699724839,0.0,0.0
122,0.0,0.0,17.018271022019036,0.0,0.0
123,0.0,0.0,17.157765046789685,0.0,0.0
124,0.0,0.0,17.297259071560333,0.0,0.0
125,0.0,0.0,17.436753096330982,0.0,0.0
126,0.0,0.0,17.576247121101627,0.0,0.0
127,0.0,0.0,17.715741145872276,0.0,0.0
128,0.0,0.0,17.855235170642924,0.0,0.0
129,0.0,0.0,17.994729195413573,0.0,0.0
130,0.0,0.0,18.13422322018422,0.0,0.0
131,0.0,0.0,18.273717244954867,0.0,0.0
132,0.0,0.0,18.413211269725515,0.0,0.0
133,0.0,0.0,18.552705294496164,0.0,0.0
134,0.0,0.0,18.692199319266813,0.0,0.0
135,0.0,0.0,18.831693344037458,0.0,0.0
136,0.0,0.0,18.971187368808106,0.0,0.0
137,0.0,0.0,19.110681393578755,0.0,0.0
138,0.0,0.0,19.250175418349404,0.0,0.0
139,0.0,0.0,19.389669443120052,0.0,0.0
140,0.0,0.0,19.529163467890697,0.0,0.0
141,0.0,0.0,19.668657492661346,0.0,0.0
142,0.0,0.0,19.808151517431995,0.0,0.0
143,0.0,0.0,19.947645542202643,0.0,0.0
144,0.0,0.0,20.08713956697329,0.0,0.0
145,0.0,0.0,20.226633591743937,0.0,0.0
146,0.0,0.0,20.366127616514586,0.0,0.0
147,0.0,0.0,20.505621641285234,0.0,0.0
148,0.0,0.0,20.64511566605588,0.0,0.0
149,0.0,0.0,20.784609690826528,0.0,0.0
150,0.0,0.050505050505050504,0.0,0.0,0.0
151,0.0,0.050505050505050504,0.13949402477064785,0.0,0.0
152,0.0,0.050505050505050504,0.2789880495412957,0.0,0.0
153,0.0,0.050505050505050504,0.4184820743119435,0.0,0.0
154,0.0,0.050505050505050504,0.5579760990825914,0.0,0.0
155,0.0,0.050505050505050504,0.6974701238532393,0.0,0.0
156,0.0,0.050505050505050504,0.836964148623887,0.0,0.0
157,0.0,0.050505050505050504,0.9764581733945349,0.0,0.0
158,0.0,0.050505050505050504,1.1159521981651828,0.0,0.0
159,0.0,0.050505050505050504,1.2554462229358305,0.0,0.0
160,0.0,0.050505050505050504,1.3949402477064785,0.0,0.0
161,0.0,0.050505050505050504,1.5344342724771263,0.0,0.0
162,0.0,0.050505050505050504,1.673928297247774,0.0,0.0
163,0.0,0.050505050505050504,1.813422322018422,0.0,0.0
164,0.0,0.050505050505050504,1.9529163467890698,0.0,0.0
165,0.0,0.050505050505050504,2.0924103715597178,0.0,0.0
166,0.0,0.050505050505050504,2.2319043963303655,0.0,0.0
167,0.0,0.050505050505050504,2.3713984211010133,0.0,0.0
168,0.0,0.050505050505050504,2.510892445871661,0.0,0.0
169,0.0,0.050505050505050504,2.6503864706423093,0.0,0.0
170,0.0,0.050505050505050504,2.789880495412957,0.0,0.0
171,0.0,0.050505050505050504,2.929374520183605,0.0,0.0
172,0.0,0.050505050505050504,3.0688685449542525,0.0,0.0
173,0.0,0.050505050505050504,3.2083625697249003,0.0,0.0
174,0.0,0.050505050505050504,3.347856594495548,0.0,0.0
175,0.0,0.050505050505050504,3.4873506192661963,0.0,0.0
176,0.0,0.050505050505050504,3.626844644036844,0.0,0.0
177,0.0,0.050505050505050504,3.766338668807492,0.0,0.0
178,0.0,0.050505050505050504,3.9058326935781396,0.0,0.0
179,0.0,0.050505050505050504,4.045326718348788,0.0,0.0
180,0.0,0.050505050505050504,4.1848207431194355,0.0,0.0
181,0.0,0.050505050505050504,4.324314767890083,0.0,0.0
182,0.0,0.050505050505050504,4.463808792660731,0.0,0.0
183,0.0,0.050505050505050504,4.603302817431379,0.0,0.0
184,0.0,0.050505050505050504,4.742796842202027,0.0,0.0
185,0.0,0.050505050505050504,4.882290866972674,0.0,0.0
186,0.0,0.050505050505050504,5.021784891743322,0.0,0.0
187,0.0,0.050505050505050504,5.16127891651397,0.0,0.0
188,0.0,0.050505050505050504,5.3007729412846185,0.0,0.0
189,0.0,0.050505050505050504,5.440266966055266,0.0,0.0
190,0.0,0.050505050505050504,5.579760990825914,0.0,0.0
191,0.0,0.050505050505050504,5.719255015596562,0.0,0.0
192,0.0,0.050505050505050504,5.85874904036721,0.0,0.0
193,0.0,0.050505050505050504,5.998243065137857,0.0,0.0
194,0.0,0.050505050505050504,6.137737089908505,0.0,0.0
195,0.0,0.050505050505050504,6.277231114679153,0.0,0.0
196,0.0,0.050505050505050504,6.416725139449801,0.0,0.0
197,0.0,0.050505050505050504,6.556219164220448,0.0,0.0
198,0.0,0.050505050505050504,6.695713188991096,0.0,0.0
199,0.0,0.050505050505050504,6.835207213761745,0.0,0.0
200,0.0,0.050505050505050504,6.9747012385323925,0.0,0.0
201,0.0,0.050505050505050504,7.11419526330304,0.0,0.0
202,0.0,0.050505050505050504,7.253689288073688,0.0,0.0
203,0.0,0.050505050505050504,7.393183312844336,0.0,0.0
204,0.0,0.050505050505050504,7.532677337614984,0.0,0.0
205,0.0,0.050505050505050504,7.672171362385631,0.0,0.0
206,0.0,0.050505050505050504,7.811665387156279,0.0,0.0
207,0.0,0.050505050505050504,7.951159411926927,0.0,0.0
208,0.0,0.050505050505050504,8.090653436697576,0.0,0.0
209,0.0,0.050505050505050504,8.230147461468222,0.0,0.0
210,0.0,0.050505050505050504,8.369641486238871,0.0,0.0
211,0.0,0.050505050505050504,8.509135511009518,0.0,0.0
212,0.0,0.050505050505050504,8.648629535780167,0.0,0.0
213,0.0,0.050505050505050504,8.788123560550813,0.0,0.0
214,0.0,0.050505050505050504,8.927617585321462,0.0,0.0
215,0.0,0.050505050505050504,9.06711161009211,0.0,0.0
216,0.0,0.050505050505050504,9.206605634862758,0.0,0.0
217,0.0,0.050505050505050504,9.346099659633406,0.0,0.0
218,0.0,0.050505050505050504,9.485593684404053,0.0,0.0
219,0.0,0.050505050505050504,9.625087709174702,0.0,0.0
220,0.0,0.050505050505050504,9.764581733945349,0.0,0.0
221,0.0,0.050505050505050504,9.904075758715997,0.0,0.0
222,0.0,0.050505050505050504,10.043569783486644,0.0,0.0
223,0.0,0.050505050505050504,10.183063808257293,0.0,0.0
224,0.0,0.050505050505050504,10.32255783302794,0.0,0.0
225,0.0,0.050505050505050504,10.462051857798588,0.0,0.0
226,0.0,0.050505050505050504,10.601545882569237,0.0,0.0
227,0.0,0.050505050505050504,10.741039907339884,0.0,0.0
228,0.0,0.050505050505050504,10.880533932110533,0.0,0.0
229,0.0,0.050505050505050504,11.02002795688118,0.0,0.0
230,0.0,0.050505050505050504,11.159521981651828,0.0,0.0
231,0.0,0.050505050505050504,11.299016006422475,0.0,0.0
232,0.0,0.050505050505050504,11.438510031193124,0.0,0.0
233,0.0,0.050505050505050504,11.57800405596377,0.0,0.0
234,0.0,0.050505050505050504,11.71749808073442,0.0,0.0
235,0.0,0.050505050505050504,11.856992105505066,0.0,0.0
236,0.0,0.050505050505050504,11.996486130275715,0.0,0.0
237,0.0,0.050505050505050504,12.135980155046363,0.0,0.0
238,0.0,0.050505050505050504,12.27547417981701,0.0,0.0
239,0.0,0.050505050505050504,12.414968204587659,0.0,0.0
240,0.0,0.050505050505050504,12.554462229358306,0.0,0.0
241,0.0,0.050505050505050504,12.693956254128954,0.0,0.0
242,0.0,0.050505050505050504,12.833450278899601,0.0,0.0
243,0.0,0.050505050505050504,12.97294430367025,0.0,0.0
244,0.0,0.050505050505050504,13.112438328440897,0.0,0.0
245,0.0,0.050505050505050504,13.251932353211545,0.0,0.0
246,0.0,0.050505050505050504,13.391426377982192,0.0,0.0
247,0.0,0.050505050505050504,13.530920402752841,0.0,0.0
248,0.0,0.050505050505050504,13.67041442752349,0.0,0.0
249,0.0,0.050505050505050504,13.809908452294136,0.0,0.0
250,0.0,0.050505050505050504,13.949402477064785,0.0,0.0
251,0.0,0.050505050505050504,14.088896501835432,0.0,0.0
252,0.0,0.050505050505050504,14.22839052660608,0.0,0.0
253,0.0,0.050505050505050504,14.367884551376727,0.0,0.0
254,0.0,0.050505050505050504,14.507378576147376,0.0,0.0
255,0.0,0.050505050505050504,14.646872600918023,0.0,0.0
256,0.0,0.050505050505050504,14.786366625688672,0.0,0.0
257,0.0,0.050505050505050504,14.92586065045932,0.0,0.0
258,0.0,0.050505050505050504,15.065354675229967,0.0,0.0
259,0.0,0.050505050505050504,15.204848700000616,0.0,0.0
260,0.0,0.050505050505050504,15.344342724771263,0.0,0.0
261,0.0,0.050505050505050504,15.483836749541911,0.0,0.0
262,0.0,0.050505050505050504,15.623330774312558,0.0,0.0
263,0.0,0.050505050505050504,15.762824799083207,0.0,0.0
264,0.0,0.050505050505050504,15.902318823853854,0.0,0.0
265,0.0,0.050505050505050504,16.041812848624502,0.0,0.0
266,0.0,0.050505050505050504,16.18130687339515,0.0,0.0
267,0.0,0.050505050505050504,16.320800898165796,0.0,0.0
268,0.0,0.050505050505050504,16.460294922936445,0.0,0.0
269,0.0,0.050505050505050504,16.599788947707093,0.0,0.0
270,0.0,0.050505050505050504,16.739282972477742,0.0,0.0
271,0.0,0.050505050505050504,16.87877699724839,0.0,0.0
272,0.0,0.050505050505050504,17.018271022019036,0.0,0.0
273,0.0,0.050505050505050504,17.157765046789685,0.0,0.0
274,0.0,0.050505050505050504,17.297259071560333,0.0,0.0
275,0.0,0.050505050505050504,17.436753096330982,0.0,0.0
276,0.0,0.050505050505050504,17.576247121101627,0.0,0.0
277,0.0,0.050505050505050504,17.715741145872276,0.0,0.0
278,0.0,0.050505050505050504,17.855235170642924,0.0,0.0
279,0.0,0.050505050505050504,17.994729195413573,0.0,0.0
280,0.0,0.050505050505050504,18.13422322018422,0.0,0.0
281,0.0,0.050505050505050504,18.273717244954867,0.0,0.0
282,0.0,0.050505050505050504,18.413211269725515,0.0,0.0
283,0.0,0.050505050505050504,18.552705294496164,0.0,0.0
284,0.0,0.050505050505050504,18.692199319266813,0.0,0.0
285,0.0,0.050505050505050504,18.831693344037458,0.0,0.0
286,0.0,0.050505050505050504,18.971187368808106,0.0,0.0
287,0.0,0.050505050505050504,19.110681393578755,0.0,0.0
288,0.0,0.050505050505050504,19.250175418349404,0.0,0.0
289,0.0,0.050505050505050504,19.389669443120052,0.0,0.0
290,0.0,0.050505050505050504,19.529163467890697,0.0,0.0
291,0.0,0.050505050505050504,19.668657492661346,0.0,0.0
292,0.0,0.050505050505050504,19.808151517431995,0.0,0.0
293,0.0,0.050505050505050504,19.947645542202643,0.0,0.0
294,0.0,0.050505050505050504,20.08713956697329,0.0,0.0
295,0.0,0.050505050505050504,20.226633591743937,0.0,0.0
296,0.0,0.050505050505050504,20.366127616514586,0.0,0.0
297,0.0,0.050505050505050504,20.505621641285234,0.0,0.0
298,0.0,0.050505050505050504,20.64511566605588,0.0,0.0
299,0.0,0.050505050505050504,20.784609690826528,0.0,0.0
300,0.0,0.10101010101010101,0.0,0.0,0.0
301,0.0,0.10101010101010101,0.13949402477064785,0.0,0.0
302,0.0,0.10101010101010101,0.2789880495412957,0.0,0.0
303,0.0,0.10101010101010101,0.4184820743119435,0.0,0.0
304,0.0,0.10101010101010101,0.5579760990825914,0.0,0.0
305,0.0,0.10101010101010101,0.6974701238532393,0.0,0.0
306,0.0,0.10101010101010101,0.836964148623887,0.0,0.0
307,0.0,0.10101010101010101,0.9764581733945349,0.0,0.0
308,0.0,0.10101010101010101,1.1159521981651828,0.0,0.0
309,0.0,0.10101010101010101,1.2554462229358305,0.0,0.0
310,0.0,0.10101010101010101,1.3949402477064785,0.0,0.0
311,0.0,0.10101010101010101,1.5344342724771263,0.0,0.0
312,0.0,0.10101010101010101,1.673928297247774,0.0,0.0
313,0.0,0.10101010101010101,1.813422322018422,0.0,0.0
314,0.0,0.10101010101010101,1.9529163467890698,0.0,0.0
315,0.0,0.10101010101010101,2.0924103715597178,0.0,0.0
316,0.0,0.10101010101010101,2.2319043963303655,0.0,0.0
317,0.0,0.10101010101010101,2.3713984211010133,0.0,0.0
318,0.0,0.10101010101010101,2.510892445871661,0.0,0.0
319,0.0,0.10101010101010101,2.6503864706423093,0.0,0.0
320,0.0,0.10101010101010101,2.789880495412957,0.0,0.0
321,0.0,0.10101010101010101,2.929374520183605,0.0,0.0
322,0.0,0.10101010101010101,3.0688685449542525,0.0,0.0
323,0.0,0.10101010101010101,3.2083625697249003,0.0,0.0
324,0.0,0.10101010101010101,3.347856594495548,0.0,0.0
325,0.0,0.10101010101010101,3.4873506192661963,0.0,0.0
326,0.0,0.10101010101010101,3.626844644036844,0.0,0.0
327,0.0,0.10101010101010101,3.766338668807492,0.0,0.0
328,0.0,0.10101010101010101,3.9058326935781396,0.0,0.0
329,0.0,0.10101010101010101,4.045326718348788,0.0,0.0
330,0.0,0.10101010101010101,4.1848207431194355,0.0,0.0
331,0.0,0.10101010101010101,4.324314767890083,0.0,0.0
332,0.0,0.10101010101010101,4.463808792660731,0.0,0.0
333,0.0,0.10101010101010101,4.603302817431379,0.0,0.0
334,0.0,0.10101010101010101,4.742796842202027,0.0,0.0
335,0.0,0.10101010101010101,4.882290866972674,0.0,0.0
336,0.0,0.10101010101010101,5.021784891743322,0.0,0.0
337,0.0,0.10101010101010101,5.16127891651397,0.0,0.0
338,0.0,0.10101010101010101,5.3007729412846185,0.0,0.0
339,0.0,0.10101010101010101,5.440266966055266,0.0,0.0
340,0.0,0.10101010101010101,5.579760990825914,0.0,0.0
341,0.0,0.10101010101010101,5.719255015596562,0.0,0.0
342,0.0,0.10101010101010101,5.85874904036721,0.0,0.0
343,0.0,0.10101010101010101,5.998243065137857,0.0,0.0
344,0.0,0.10101010101010101,6.137737089908505,0.0,0.0
345,0.0,0.10101010101010101,6.277231114679153,0.0,0.0
346,0.0,0.10101010101010101,6.416725139449801,0.0,0.0
347,0.0,0.10101010101010101,6.556219164220448,0.0,0.0
348,0.0,0.10101010101010101,6.695713188991096,0.0,0.0
349,0.0,0.10101010101010101,6.835207213761745,0.0,0.0
350,0.0,0.10101010101010101,6.9747012385323925,0.0,0.0
351,0.0,0.10101010101010101,7.11419526330304,0.0,0.0
352,0.0,0.10101010101010101,7.253689288073688,0.0,0.0
353,0.0,0.10101010101010101,7.393183312844336,0.0,0.0
354,0.0,0.10101010101010101,7.532677337614984,0.0,0.0
355,0.0,0.10101010101010101,7.672171362385631,0.0,0.0
356,0.0,0.10101010101010101,7.811665387156279,0.0,0.0
357,0.0,0.10101010101010101,7.951159411926927,0.0,0.0
358,0.0,0.10101010101010101,8.090653436697576,0.0,0.0
359,0.0,0.10101010101010101,8.230147461468222,0.0,0.0
360,0.0,0.10101010101010101,8.369641486238871,0.0,0.0
361,0.0,0.10101010101010101,8.509135511009518,0.0,0.0
362,0.0,0.10101010101010101,8.648629535780167,0.0,0.0
363,0.0,0.10101010101010101,8.788123560550813,0.0,0.0
364,0.0,0.10101010101010101,8.927617585321462,0.0,0.0
365,0.0,0.10101010101010101,9.06711161009211,0.0,0.0
366,0.0,0.10101010101010101,9.206605634862758,0.0,0.0
367,0.0,0.10101010101010101,9.346099659633406,0.0,0.0
368,0.0,0.10101010101010101,9.485593684404053,0.0,0.0
369,0.0,0.10101010101010101,9.625087709174702,0.0,0.0
370,0.0,0.10101010101010101,9.764581733945349,0.0,0.0
371,0.0,0.10101010101010101,9.904075758715997,0.0,0.0
372,0.0,0.10101010101010101,10.043569783486644,0.0,0.0
373,0.0,0.10101010101010101,10.183063808257293,0.0,0.0
374,0.0,0.10101010101010101,10.32255783302794,0.0,0.0
375,0.0,0.10101010101010101,10.462051857798588,0.0,0.0
376,0.0,0.10101010101010101,10.601545882569237,0.0,0.0
377,0.0,0.10101010101010101,10.741039907339884,0.0,0.0
378,0.0,0.10101010101010101,10.880533932110533,0.0,0.0
379,0.0,0.10101010101010101,11.02002795688118,0.0,0.0
380,0.0,0.10101010101010101,11.159521981651828,0.0,0.0
381,0.0,0.10101010101010101,11.299016006422475,0.0,0.0
382,0.0,0.10101010101010101,11.438510031193124,0.0,0.0
383,0.0,0.10101010101010101,11.57800405596377,0.0,0.0
384,0.0,0.10101010101010101,11.71749808073442,0.0,0.0
385,0.0,0.10101010101010101,11.856992105505066,0.0,0.0
386,0.0,0.10101010101010101,11.996486130275715,0.0,0.0
387,0.0,0.10101010101010101,12.135980155046363,0.0,0.0
388,0.0,0.10101010101010101,12.27547417981701,0.0,0.0
389,0.0,0.10101010101010101,12.414968204587659,0.0,0.0
390,0.0,0.10101010101010101,12.554462229358306,0.0,0.0
391,0.0,0.10101010101010101,12.693956254128954,0.0,0.0
392,0.0,0.10101010101010101,12.833450278899601,0.0,0.0
393,0.0,0.10101010101010101,12.97294430367025,0.0,0.0
394,0.0,0.10101010101010101,13.112438328440897,0.0,0.0
395,0.0,0.10101010101010101,13.251932353211545,0.0,0.0
396,0.0,0.10101010101010101,13.391426377982192,0.0,0.0
397,0.0,0.10101010101010101,13.530920402752841,0.0,0.0
398,0.0,0.10101010101010101,13.67041442752349,0.0,0.0
399,0.0,0.10101010101010101,13.809908452294136,0.0,0.0
400,0.0,0.10101010101010101,13.949402477064785,0.0,0.0
401,0.0,0.10101010101010101,14.088896501835432,0.0,0.0
402,0.0,0.10101010101010101,14.22839052660608,0.0,0.0
403,0.0,0.10101010101010101,14.367884551376727,0.0,0.0
404,0.0,0.10101010101010101,14.507378576147376,0.0,0.0
405,0.0,0.10101010101010101,14.646872600918023,0.0,0.0
406,0.0,0.10101010101010101,14.786366625688672,0.0,0.0
407,0.0,0.10101010101010101,14.92586065045932,0.0,0.0
408,0.0,0.10101010101010101,15.065354675229967,0.0,0.0
409,0.0,0.10101010101010101,15.204848700000616,0.0,0.0
410,0.0,0.10101010101010101,15.344342724771263,0.0,0.0
411,0.0,0.10101010101010101,15.483836749541911,0.0,0.0
412,0.0,0.10101010101010101,15.623330774312558,0.0,0.0
413,0.0,0.10101010101010101,15.762824799083207,0.0,0.0
414,0.0,0.10101010101010101,15.902318823853854,0.0,0.0
415,0.0,0.10101010101010101,16.041812848624502,0.0,0.0
416,0.0,0.10101010101010101,16.18130687339515,0.0,0.0
417,0.0,0.10101010101010101,16.320800898165796,0.0,0.0
418,0.0,0.10101010101010101,16.460294922936445,0.0,0.0
419,0.0,0.10101010101010101,16.599788947707093,0.0,0.0
420,0.0,0.10101010101010101,16.739282972477742,0.0,0.0
421,0.0,0.10101010101010101,16.87877699724839,0.0,0.0
422,0.0,0.10101010101010101,17.018271022019036,0.0,0.0
423,0.0,0.10101010101010101,17.157765046789685,0.0,0.0
424,0.0,0.10101010101010101,17.297259071560333,0.0,0.0
425,0.0,0.10101010101010101,17.436753096330982,0.0,0.0
426,0.0,0.10101010101010101,17.576247121101627,0.0,0.0
427,0.0,0.10101010101010101,17.715741145872276,0.0,0.0
428,0.0,0.10101010101010101,17.855235170642924,0.0,0.0
429,0.0,0.10101010101010101,17.994729195413573,0.0,0.0
430,0.0,0.10101010101010101,18.13422322018422,0.0,0.0
431,0.0,0.10101010101010101,18.273717244954867,0.0,0.0
432,0.0,0.10101010101010101,18.413211269725515,0.0,0.0
433,0.0,0.10101010101010101,18.552705294496164,0.0,0.0
434,0.0,0.10101010101010101,18.692199319266813,0.0,0.0
435,0.0,0.10101010101010101,18.831693344037458,0.0,0.0
436,0.0,0.10101010101010101,18.971187368808106,0.0,0.0
437,0.0,0.10101010101010101,19.110681393578755,0.0,0.0
438,0.0,0.10101010101010101,19.250175418349404,0.0,0.0
439,0.0,0.10101010101010101,19.389669443120052,0.0,0.0
440,0.0,0.10101010101010101,19.529163467890697,0.0,0.0
441,0.0,0.10101010101010101,19.668657492661346,0.0,0.0
442,0.0,0.10101010101010101,19.808151517431995,0.0,0.0
443,0.0,0.10101010101010101,19.947645542202643,0.0,0.0
444,0.0,0.10101010101010101,20.08713956697329,0.0,0.0
445,0.0,0.10101010101010101,20.226633591743937,0.0,0.0
446,0.0,0.10101010101010101,20.366127616514586,0.0,0.0
447,0.0,0.10101010101010101,20.505621641285234,0.0,0.0
448,0.0,0.10101010101010101,20.64511566605588,0.0,0.0
449,0.0,0.10101010101010101,20.784609690826528,0.0,0.0
450,0.0,0.15151515151515152,0.0,0.0,0.0
451,0.0,0.15151515151515152,0.13949402477064785,0.0,0.0
452,0.0,0.15151515151515152,0.2789880495412957,0.0,0.0
453,0.0,0.15151515151515152,0.4184820743119435,0.0,0.0
454,0.0,0.15151515151515152,0.5579760990825914,0.0,0.0
455,0.0,0.15151515151515152,0.6974701238532393,0.0,0.0
456,0.0,0.15151515151515152,0.836964148623887,0.0,0.0
457,0.0,0.15151515151515152,0.9764581733945349,0.0,0.0
458,0.0,0.15151515151515152,1.1159521981651828,0.0,0.0
459,0.0,0.15151515151515152,1.2554462229358305,0.0,0.0
460,0.0,0.15151515151515152,1.3949402477064785,0.0,0.0
461,0.0,0.15151515151515152,1.5344342724771263,0.0,0.0
462,0.0,0.15151515151515152,1.673928297247774,0.0,0.0
463,0.0,0.15151515151515152,1.813422322018422,0.0,0.0
464,0.0,0.15151515151515152,1.9529163467890698,0.0,0.0
465,0.0,0.15151515151515152,2.0924103715597178,0.0,0.0
466,0.0,0.15151515151515152,2.2319043963303655,0.0,0.0
467,0.0,0.15151515151515152,2.3713984211010133,0.0,0.0
468,0.0,0.15151515151515152,2.510892445871661,0.0,0.0
469,0.0,0.15151515151515152,2.6503864706423093,0.0,0.0
470,0.0,0.15151515151515152,2.789880495412957,0.0,0.0
